,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
97,2018 Honda WR-V,S MT Petrol,₹ 7.5 Lakh,Jun 2018,"22,647 km",Petrol,17.5 kmpl,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.4/5
98,2018 Toyota Innova,2.8 ZX AT 7 STR [2016-2020],₹ 22.25 Lakh,Mar 2018,"62,328 km",Diesel,14.29 kmpl,Automatic,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.4/5
99,2019 Maruti Suzuki XL6,Alpha MT Petrol,₹ 11.11 Lakh,Aug 2019,"28,894 km",Petrol,19.01 kmpl,Manual,Red,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.2/5
100,2020 Hyundai Elite i20,Sportz 1.2 MT,₹ 7.75 Lakh,Aug 2020,"23,524 km",Petrol,20.3 kmpl,Manual,White,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.2/5
101,2016 Maruti Suzuki Celerio,ZXi AMT [2019-2020],₹ 4.4 Lakh,May 2016,"46,083 km",Petrol,23.1 kmpl,Automatic,Red,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.7/5
102,2016 Honda Jazz,V Petrol,₹ 5.55 Lakh,May 2016,"22,106 km",Petrol,18.7 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.7/5
103,2018 Hyundai Grand i10,Magna 1.2 Kappa VTVT [2013-2016],₹ 5.55 Lakh,Jan 2018,"16,926 km",Petrol,18.9 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,4.8/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
104,2020 Hyundai Santro,Sportz AMT,₹ 5.99 Lakh,Aug 2020,"9,208 km",Petrol,20 kmpl,Automatic,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,4.8/5,3.6/5,4.3/5,5/5,4.7/5,4.2/5
105,2017 Honda Jazz,V AT Petrol,₹ 7.88 Lakh,Oct 2017,"14,485 km",Petrol,19 kmpl,Automatic,Silver,Not Available,First,Registered at,,4.5/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.4/5
106,2017 Maruti Suzuki Baleno,Delta 1.2,₹ 5.5 Lakh,Jan 2017,"32,828 km",Petrol,21.4 kmpl,Manual,Silver,Not Available,First,Registered at,,4.2/5,4.5/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,3.2/5
107,2020 Maruti Suzuki S-Presso,VXi Plus,₹ 4.4 Lakh,Feb 2020,"27,214 km",Petrol,90 Nm @ 3500 rpm ,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.6/5,3.2/5
108,2014 Nissan Micra,XV Safety Pack,₹ 3.25 Lakh,Feb 2014,"63,855 km",Petrol,19.49 kmpl,Manual,Silver,Not Available,Second,Registered at,,3.9/5,4.6/5,5/5,5/5,3.6/5,4.5/5,2.3/5,4.7/5,1.5/5
109,2016 Maruti Suzuki Wagon R,LXI CNG (O),₹ 4.5 Lakh,Mar 2016,"50,218 km",CNG,"58 bhp @ 6200 rpm, 77 Nm @ 3500 rpm ",Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.5/5
110,2018 Hyundai Elite i20,Asta 1.2 (O) [2019-2020],₹ 7.85 Lakh,Sep 2018,"26,629 km",Petrol,19.8 kmpl,Manual,White,Not Available,Second,Registered at,,4.5/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.1/5
111,2018 Honda City,V,₹ 9.75 Lakh,Jul 2018,"25,447 km",Petrol,FWD ,Manual,Brown,Not Available,First,Registered at,,4.5/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3/5
112,2016 Honda City,SV CVT,₹ 8.38 Lakh,Sep 2016,"38,678 km",Petrol,FWD ,Automatic,Brown,Not Available,Second,Registered at,,4.7/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,5/5
113,2015 Maruti Suzuki Alto,VXi [2014-2019],₹ 3.75 Lakh,Nov 2015,"38,180 km",Petrol,24.07 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.6/5,3.1/5
114,2019 Hyundai Elite i20,Sportz Plus 1.2 CVT [2019-2020],₹ 7.85 Lakh,Sep 2019,"4,463 km",Petrol,19.8 kmpl,Automatic,Blue,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
115,2014 Maruti Suzuki Wagon R,LXI,₹ 3.4 Lakh,Feb 2014,"60,329 km",Petrol,20.5 kmpl,Manual,Silver,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.6/5,3.7/5
116,2016 Maruti Suzuki Baleno,Delta 1.2 AT,₹ 6.25 Lakh,Jul 2016,"17,700 km",Petrol,21.4 kmpl,Automatic,Orange,Not Available,Second,Registered at,,4.6/5,4.5/5,5/5,4.8/5,3.6/5,4.3/5,5/5,4.7/5,3.6/5
117,2014 Honda Brio,S MT,₹ 3.65 Lakh,Nov 2014,"16,927 km",Petrol,19.4 kmpl,Manual,Red,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.7/5
118,2019 Hyundai Venue,SX Plus 1.0 Turbo DCT,₹ 11 Lakh,Nov 2019,"7,574 km",Petrol,18.15 kmpl,Automatic,Red,Not Available,First,Registered at,,4.8/5,4.6/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
119,2021 Renault Kiger,RXZ AMT,₹ 8.69 Lakh,Apr 2021,"5,820 km",Petrol,19.03 kmpl,Automatic,Brown,Not Available,First,Registered at,,4.8/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,4.9/5,4.6/5
120,2018 Mahindra XUV500,W11(O) [2018-2020],₹ 14 Lakh,Oct 2018,"16,617 km",Diesel,15.1 kmpl,Manual,White,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
121,2019 Maruti Suzuki Swift,ZXi,₹ 7.01 Lakh,Jan 2019,"41,965 km",Petrol,21.21 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,4.6/5,4.7/5,3.8/5
122,2020 Maruti Suzuki Alto 800,Lxi,₹ 3.71 Lakh,Aug 2020,"12,207 km",Petrol,22.74 kmpl,Manual,Silver,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.2/5
123,2021 Maruti Suzuki Baleno,Zeta 1.2,₹ 7.81 Lakh,Apr 2021,"13,373 km",Petrol,21.4 kmpl,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
124,2019 Maruti Suzuki DZire,VXi,₹ 7.21 Lakh,Aug 2019,"6,455 km",Petrol,23.2 kmpl,Manual,Blue,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.2/5
125,2018 Mahindra XUV500,W11,₹ 16.45 Lakh,Jun 2018,"70,361 km",Diesel,15.1 kmpl,Manual,Maroon,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,5/5
126,2014 Hyundai i10,1.2 L Kappa Magna Special Edition,₹ 3.42 Lakh,Dec 2014,"66,382 km",Petrol,20.63 kmpl,Manual,Silver,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
127,2016 Honda Jazz,S MT [2015-2016],₹ 5.25 Lakh,Feb 2016,"52,764 km",Petrol,18.7 kmpl,Manual,Bronze,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.6/5
128,2013 Volkswagen Vento,Comfortline Petrol,₹ 3.98 Lakh,Oct 2013,"34,817 km",Petrol,15.04 kmpl,Manual,Blue,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.9/5
129,2017 Hyundai Creta,SX Plus 1.6 AT CRDI,₹ 13.45 Lakh,May 2017,"63,848 km",Diesel,17.01 kmpl,Automatic,Silver,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,5/5
130,2013 Maruti Suzuki Swift,VXi,₹ 3.7 Lakh,Jan 2013,"64,179 km",Petrol,18.6 kmpl,Manual,Silver,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,4.9/5,3.9/5
131,2020 Hyundai Venue,SX 1.0 Turbo iMT,₹ 10.99 Lakh,Apr 2020,"7,180 km",Petrol,17.8 kmpl,Manual,Grey,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.6/5
132,2018 Ford Ecosport,Titanium 1.5L Ti-VCT,₹ 9.45 Lakh,Dec 2018,"31,844 km",Petrol,17 kmpl,Manual,Silver,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.8/5
133,2020 Honda City,ZX Petrol,₹ 12.5 Lakh,Jun 2020,"17,124 km",Petrol,145 Nm @ 4300 rpm ,Manual,Grey,Not Available,First,Registered at,,4.8/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.5/5
134,2018 Hyundai Creta,SX Plus 1.6  Petrol,₹ 13.35 Lakh,Feb 2018,"16,470 km",Petrol,15.29 kmpl,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
135,2018 Hyundai Santro,Magna CNG [2018-2020],₹ 5.15 Lakh,Dec 2018,"50,108 km",CNG,30.48 km/kg,Manual,White,Not Available,First,Registered at,,4.3/5,4.5/5,5/5,5/5,3.6/5,2.5/5,4.6/5,4.7/5,2.2/5
136,2013 Volkswagen Polo,Highline1.2L (P),₹ 3.69 Lakh,Jun 2013,"53,823 km",Petrol,16.47 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.7/5
137,2019 Maruti Suzuki Wagon R,ZXi 1.2 AMT,₹ 6.25 Lakh,Mar 2019,"43,254 km",Petrol,20.52 kmpl,Automatic,Brown,Not Available,First,Registered at,,4.4/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,1.6/5
138,2020 Maruti Suzuki Vitara Brezza,VXi,₹ 8.99 Lakh,Jul 2020,"33,985 km",Petrol,17 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.8/5
139,2014 Ford Figo,Duratec Petrol Titanium 1.2,₹ 3.75 Lakh,Jul 2014,"36,078 km",Petrol,15.6 kmpl,Manual,Red,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.6/5,4.3/5
140,2016 Maruti Suzuki Baleno,Delta 1.2,₹ 6.1 Lakh,Oct 2016,"26,482 km",Petrol,21.4 kmpl,Manual,Blue,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.1/5
141,2016 Honda BR-V,V CVT Petrol,₹ 6.5 Lakh,Dec 2016,"48,647 km",Petrol,16 kmpl,Automatic,Grey,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
142,2020 Volkswagen Vento,Highline 1.0L TSI,₹ 10.95 Lakh,Aug 2020,"5,669 km",Petrol,17.6 kmpl,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.3/5
143,2019 Tata Nexon,XZA Plus Petrol Dual Tone,₹ 7.5 Lakh,Feb 2019,"47,708 km",Petrol,17.88 kmpl,Automatic,Red,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
144,2014 Audi Q3,35 TDI Premium,₹ 17 Lakh,Jun 2014,"1,00,000 km",Diesel,15.77 kmpl,Automatic,White,Not Available,Second,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
145,2015 Maruti Suzuki Swift,LDi,₹ 4.75 Lakh,Jun 2015,"1,43,000 km",Diesel,22.9 kmpl,Manual,White,Not Available,First,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
146,2012 Mahindra Logan/Verito,1.5 D6 BS-IV,₹ 4.5 Lakh,Jun 2012,"1,00,000 km",Diesel,15 kmpl,Manual,Maroon,Not Available,First,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
147,2016 Honda Jazz,VX Petrol,₹ 5.85 Lakh,Jun 2016,"33,231 km",Petrol,18.7 kmpl,Manual,White,Not Available,Second,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
148,2015 Maruti Suzuki Ertiga,ZDI SHVS,₹ 7.35 Lakh,Jun 2015,"1,00,000 km",Diesel,24.52 kmpl,Manual,Silver,Not Available,First,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
149,2017 Hyundai Xcent,SX CRDi,₹ 6.7 Lakh,Jun 2017,"55,000 km",Diesel,24.4 kmpl,Manual,Grey,Not Available,First,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
150,2018 Hyundai Creta,SX 1.6 AT CRDi,₹ 13.5 Lakh,Jun 2018,"74,553 km",Diesel,17.01 kmpl,Automatic,White,Not Available,First,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
151,2019 Maruti Suzuki Alto 800,Lxi (Airbag) [2012-2015],₹ 3.5 Lakh,Jan 2019,"37,184 km",Petrol,22.74 kmpl,Manual,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
152,2018 Hyundai Creta,E Plus 1.4 CRDI,₹ 9.45 Lakh,Jun 2018,"51,446 km",Diesel,21.38 kmpl,Manual,Red,Not Available,First,Registered at,Excellent Condition....,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
153,2013 Hyundai i10,1.1L iRDE ERA Special Edition,₹ 3.25 Lakh,Jun 2013,"61,666 km",Petrol,19.81 kmpl,Manual,Grey,Not Available,First,Registered at,"Excellent Condition, Certified Car With Warranty Optional, Center Locking, Power Steering, Power Windows, Manual Adjustable Mirrors.....",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
154,2012 Ford Figo,Duratorq Diesel Titanium 1.4,₹ 2.75 Lakh,Jun 2012,"98,752 km",Diesel,14.7 kmpl,Manual,White,Not Available,First,Registered at,"Good Condition, Inbuilt music system, Front Power Windows, Power Steering, Dual Air Bag, Alloy Wheels, ABS, Fog Lamps, Center Locking, Remote Locking.....",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.7/5
155,2016 Honda Jazz,VX Petrol,₹ 5.25 Lakh,Sep 2016,"33,696 km",Petrol,18.7 kmpl,Manual,White,Not Available,Second,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
156,2014 Maruti Suzuki Ertiga,Vxi CNG,₹ 7.15 Lakh,May 2014,"45,717 km",CNG,22.8 km/kg,Manual,Grey,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
157,2011 Maruti Suzuki SX4,VXi,₹ 2.25 Lakh,Jul 2011,"81,785 km",Petrol,11.14 kmpl,Manual,Gold,Not Available,Third,Registered at,Get Seller Details,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
158,2021 BMW 5-Series,520d Luxury Line [2017-2019],₹ 62 Lakh,Apr 2021,"8,500 km",Diesel,22.48 kmpl,Automatic,Blue,Not Available,First,Registered at,Get Seller Details,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
159,2019 Maruti Suzuki XL6,Alpha MT Petrol,₹ 10.2 Lakh,Aug 2019,"48,000 km",Petrol,19.01 kmpl,Manual,Blue,Not Available,First,Registered at,Get Seller Details,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
160,2018 Honda Jazz,V CVT Petrol,₹ 7.5 Lakh,Jun 2018,"43,300 km",Petrol,19 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
161,2014 Maruti Suzuki Ertiga,VDi,₹ 4.95 Lakh,Dec 2014,"84,704 km",Diesel,20.77 kmpl,Manual,Grey,Not Available,Second,Registered at,Get Seller Details,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
162,2017 Honda WR-V,S MT Petrol,₹ 6.9 Lakh,Mar 2017,"39,248 km",Petrol,17.5 kmpl,Manual,Brown,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.3/5
163,2010 Maruti Suzuki Wagon R,VXI,₹ 2.55 Lakh,Mar 2010,"60,361 km",Petrol,20.5 kmpl,Manual,Maroon,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.5/5
164,2012 Maruti Suzuki Swift DZire,VXI,₹ 3.65 Lakh,May 2012,"76,200 km",Petrol,19.1 kmpl,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.2/5,3.6/5
165,2019 Hyundai Santro,Sportz CNG [2018-2020],₹ 5.9 Lakh,Aug 2019,"25,000 km",CNG,30.48 km/kg,Manual,Grey,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.9/5,5/5,5/5,4.7/5,2.3/5
166,2012 Honda City,V MT CNG Compatible,₹ 4.65 Lakh,Mar 2012,"67,065 km",Petrol,16.8 kmpl,Manual,Brown,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.9/5
167,2011 Honda City,1.5 S MT,₹ 4.95 Lakh,Jul 2011,"82,253 km",Petrol,11.6 kmpl,Manual,White,Not Available,First,Registered at,,4.3/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
168,2020 Mahindra Thar,LX 4-STR Hard Top Diesel MT,₹ 15.95 Lakh,Nov 2020,"33,233 km",Diesel,4WD / AWD ,Manual,Grey,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.2/5
169,2018 Honda WR-V,VX MT Diesel,₹ 8.25 Lakh,Jan 2018,"72,516 km",Diesel,25.5 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.6/5
170,2016 Volkswagen Polo,Comfortline 1.2L (P),₹ 5.45 Lakh,Oct 2016,"42,989 km",Petrol,16.47 kmpl,Manual,White,Not Available,First,Registered at,,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
171,2015 Hyundai Elite i20,Sportz Plus 1.2 [2019-2020],₹ 5.25 Lakh,Jun 2015,"68,413 km",Petrol,19.8 kmpl,Manual,Blue,Not Available,Second,Registered at,"Excellent Condition, Certified Car With Warranty Optional, Inbuilt Music System, Bluetooth Function, Center Locking, Remote Locking, Power Windows, Power Steering, Fog Lamps, Rear Wiper, Dual Air Bags, ABS.....",4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
172,2011 Toyota Innova,2.5 V 7 STR,₹ 8.45 Lakh,Dec 2011,"2,73,258 km",Diesel,11.4 kmpl,Manual,Silver,Not Available,Second,Registered at,Get Seller Details,4.5/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2.4/5
173,2019 Kia Seltos,GTX Plus 1.4 [2020-2021],₹ 17.45 Lakh,Oct 2019,"8,385 km",Petrol,16.1 kmpl,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.9/5
174,2015 Maruti Suzuki Swift DZire,VXI,₹ 6.35 Lakh,Mar 2015,"47,114 km",Petrol,19.1 kmpl,Manual,Grey,Not Available,First,Registered at,,4.6/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.3/5
175,2013 Ssangyong Rexton,RX7,₹ 9.25 Lakh,Jun 2013,"1,30,158 km",Diesel,11.8 kmpl,Automatic,Silver,Not Available,Second,Registered at,"Excellent Condition, Non Accidental, Original Paint,Finance Available,Service History Available & Test Drive Available",4.6/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.3/5
176,2017 Honda City,V Petrol [2017-2019],₹ 8.99 Lakh,Apr 2017,"36,236 km",Petrol,17.4 kmpl,Manual,Silver,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.5/5
177,2017 Honda City,VX Petrol [2017-2019],₹ 8.99 Lakh,Sep 2017,"74,859 km",Petrol,17.4 kmpl,Manual,Brown,Not Available,First,Registered at,,4.6/5,4.5/5,3.2/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.2/5
178,2016 Hyundai Creta,E Plus 1.6 Petrol,₹ 9.25 Lakh,Aug 2016,"59,324 km",Petrol,15.29 kmpl,Manual,White,Not Available,First,Registered at,,4.4/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,2/5
179,2017 Hyundai Creta,SX 1.6 Petrol,₹ 12.45 Lakh,Jan 2017,"11,758 km",Petrol,15.29 kmpl,Manual,Silver,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.4/5
180,2012 Volkswagen Passat,Comfortline DSG,₹ 11.45 Lakh,Jun 2012,"77,144 km",Diesel,18.78 kmpl,Automatic,Black,Not Available,First,Registered at,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Roadside Assistance Available, Service History Available, Test Drive Available & Warranty Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,3.4/5
181,2017 Toyota Corolla Altis,VL AT Petrol,₹ 14.45 Lakh,Aug 2017,"68,909 km",Petrol,16.7 kmpl,Automatic,Beige,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.8/5
182,2016 Toyota Corolla Altis,G AT Petrol,₹ 9.75 Lakh,Jun 2016,"98,330 km",Petrol,16.7 kmpl,Automatic,White,Not Available,Second,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.7/5
183,2018 Maruti Suzuki Baleno,Delta 1.2,₹ 7.38 Lakh,Jun 2018,"28,852 km",Petrol,21.4 kmpl,Manual,Grey,Not Available,First,Registered at,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Finance Available, Service History Available, Test Drive Available & Warranty Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.7/5
184,2019 Jeep Compass,Limited Plus Petrol AT [2018-2020],₹ 20.2 Lakh,Oct 2019,"11,805 km",Petrol,FWD ,Automatic,Grey,Not Available,First,Registered at,"Immaculate Condition, Less Driven, Non Accidental, Single Owner, Finance Available, Service History Available, Test Drive Available & Warranty Available

*Automatic SUV with Panoramic Sunroof*

*Warranty*    20.11.2022
*TCS*                1%
*Transfer chgs* 10000

*Key Features:*
Key less entry, rear parking sensors, navigation system, engine start/stop button, electric adjustable front seats, rear camera, touch screen...",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.7/5
185,2016 Honda City,VX,₹ 7.25 Lakh,Mar 2016,"25,680 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,,4.2/5,4.5/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,2.9/5
186,2012 Toyota Innova,2.5 V 7 STR,₹ 9.98 Lakh,Jun 2012,"1,16,008 km",Diesel,11.4 kmpl,Manual,Grey,Not Available,Third,Registered at,"Excellent Condition, Non Accidental, Original Paint, Roadside Assistance Available, Service History Available & Test Drive Available",4.2/5,4.5/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,2.9/5
187,2011 Mahindra XUV500,W8,₹ 7.55 Lakh,Jun 2011,"91,093 km",Diesel,15.1 kmpl,Manual,Black,Not Available,Second,Registered at,"Excellent Condition, Non Accidental, Service History Available & Test Drive Available",4.2/5,4.5/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,2.9/5
188,2017 Hyundai i20 Active,1.2 SX,₹ 6.2 Lakh,Jan 2017,"43,718 km",Petrol,17.19 kmpl,Manual,Brown,Not Available,First,Registered at,,4.1/5,4.2/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,2.6/5
189,2016 Hyundai Creta,1.6 SX Plus,₹ 8.65 Lakh,Mar 2016,"1,18,477 km",Diesel,19.67 kmpl,Manual,Silver,Not Available,First,Registered at,,3.7/5,3.5/5,5/5,5/5,3.6/5,4.3/5,2.3/5,4.7/5,2.4/5
190,2018 Honda WR-V,S MT Petrol,₹ 7.75 Lakh,Mar 2018,"53,974 km",Petrol,17.5 kmpl,Manual,Red,Not Available,First,Registered at,,4.2/5,4.5/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,3.3/5
191,2021 Mahindra Thar,LX 4-STR Hard Top Petrol AT,₹ 17.85 Lakh,Jun 2021,"9,259 km",Petrol,4WD / AWD ,Automatic,Black,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,4.6/5,4.6/5
192,2014 Toyota Etios Liva,G,₹ 3.95 Lakh,Apr 2014,"74,553 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,,4.2/5,4.5/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,3.4/5
193,2018 Maruti Suzuki Celerio,VXi [2017-2019],₹ 4.5 Lakh,Jun 2018,"55,000 km",Petrol,23.1 kmpl,Manual,Orange,Not Available,First,Registered at,looking good,4.2/5,4.5/5,5/5,5/5,3.6/5,4.3/5,3.2/5,4.7/5,3.4/5
