,Make,Price,model,usage_km,fuel,transmission,color,fuel_economy,no_of_owner,registration,car_type,condition,condition_engine,condition_suspension,condition_brake,condition_transmission,condition_electrical,condition_ac,condition_exterior,condition_interior,condition_tyres
1055,MG Hector,₹ 18 Lakh,Feb 2021,"27,200 km",Petrol,Automatic,White,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
5/5","Tyres Excellent
4.2/5"
1056,Honda WR-V,₹ 9.2 Lakh,May 2019,"22,153 km",Petrol,Manual,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
1057,Hyundai Creta,₹ 15.5 Lakh,May 2018,"48,982 km",Diesel,Automatic,Blue,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.4/5"
1058,Land Rover Discovery,₹ 49.75 Lakh,Mar 2019,"13,361 km",Petrol,Automatic,Blue,Not Available,First,Mumbai,7 Person,,,,,,,,,,
1059,Maruti Suzuki Ciaz,₹ 12.5 Lakh,Mar 2021,"14,758 km",Petrol,Automatic,Grey,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
4/5"
1060,Maruti Suzuki Swift,₹ 4.99 Lakh,Jul 2016,"61,235 km",Petrol,Manual,Grey,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.7/5"
1061,Maruti Suzuki Ciaz,₹ 7.25 Lakh,Jan 2015,"28,994 km",Petrol,Automatic,Brown,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
1062,Maruti Suzuki Celerio,₹ 5.4 Lakh,May 2016,"46,083 km",Petrol,Automatic,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.7/5"
1063,Hyundai Grand i10,₹ 4.75 Lakh,Jul 2015,"41,390 km",Petrol,Manual,Red,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
1064,Maruti Suzuki XL6,₹ 11.99 Lakh,Dec 2020,"24,585 km",Petrol,Manual,Blue,Not Available,First,vasai,6 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.6/5"
1065,Maruti Suzuki Vitara Brezza,₹ 9.65 Lakh,Oct 2018,"49,045 km",Diesel,Automatic,White,Not Available,First,thane,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.9/5"
1066,Toyota Innova,₹ 22.25 Lakh,Mar 2018,"62,328 km",Diesel,Automatic,White,Not Available,First,Kalyan,7 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.4/5"
1067,Toyota Innova,₹ 10.51 Lakh,Mar 2014,"57,896 km",Diesel,Manual,Grey,Not Available,First,navi Mumbai,7 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.7/5"
1068,Maruti Suzuki Celerio,₹ 5.85 Lakh,Aug 2019,"43,560 km",CNG,Manual,Grey,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.9/5"
1069,Maruti Suzuki Celerio,₹ 3.94 Lakh,Jan 2015,"51,031 km",Petrol,Manual,Grey,Not Available,First,panvel,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.5/5"
1070,Kia Seltos,₹ 14.4 Lakh,Jul 2019,"20,302 km",Petrol,Manual,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1071,Tata Tigor,₹ 5.36 Lakh,Nov 2017,"39,073 km",Petrol,Manual,Brown,Not Available,First,jharkhand,5 Person,,"Engine Excellent
4.6/5","Engine Excellent
4.6/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.8/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.4/5"
1072,Honda Brio,₹ 3.4 Lakh,May 2015,"20,686 km",Petrol,Manual,Brown,Not Available,First,jharkhand,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1073,Maruti Suzuki Baleno,₹ 5.36 Lakh,Apr 2016,"32,441 km",Petrol,Manual,Red,Not Available,Second,jharkhand,5 Person,,"Engine Excellent
4.6/5","Engine Excellent
4.6/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.8/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.4/5"
1074,Renault Kwid,₹ 3.2 Lakh,Jan 2016,"51,800 km",Petrol,Manual,Silver,Not Available,First,jamshedpur,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
1075,Honda WR-V,₹ 7.39 Lakh,Apr 2017,"61,032 km",Petrol,Manual,Brown,Not Available,Second,Rangareddy,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.8/5"
1076,Hyundai Elite i20,₹ 8.79 Lakh,Jan 2022,"4,127 km",Petrol,Manual,White,Not Available,First,Secundrabad,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.9/5"
1077,Honda City,₹ 7.95 Lakh,Mar 2016,"35,326 km",Petrol,Manual,Brown,Not Available,Second,Hyderabad,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
5/5"
1078,Honda Jazz,₹ 5.5 Lakh,Sep 2016,"33,293 km",Petrol,Manual,White,Not Available,First,Hyderabad,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
2.4/5"
1079,Renault Duster,₹ 9.9 Lakh,Jan 2022,"7,638 km",Petrol,Manual,Silver,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1080,Kia Sonet,₹ 10.8 Lakh,Nov 2021,"13,973 km",Petrol,Manual,Black,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1081,Mercedes-Benz E-Class,₹ 92 Lakh,Mar 2022,"2,157 km",Diesel,Automatic,Black,Not Available,First,Mumbai,5 Person,,"Engine Excellent
5/5","Engine Excellent
5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Excellent
5/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
5/5","Tyres Excellent
4.2/5"
1082,Renault Kwid,₹ 4.4 Lakh,Dec 2018,"23,592 km",Petrol,Manual,Blue,Not Available,First,Hyderabad,5 Person,,"Engine Excellent
4.2/5","Engine Excellent
4.2/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
4/5"
1083,Maruti Suzuki Alto,₹ 3.1 Lakh,Jun 2015,"23,349 km",Petrol,Manual,Grey,Not Available,First,janak Puri,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.6/5","Tyres Good
2.6/5"
1084,Honda Brio,₹ 3.4 Lakh,May 2015,"20,686 km",Petrol,Manual,Brown,Not Available,First,jharkhand,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1085,Tata Tigor,₹ 5.36 Lakh,Nov 2017,"39,073 km",Petrol,Manual,Brown,Not Available,First,jharkhand,5 Person,,"Engine Excellent
4.6/5","Engine Excellent
4.6/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.8/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.4/5"
1086,Renault Kwid,₹ 3.2 Lakh,Jan 2016,"51,800 km",Petrol,Manual,Silver,Not Available,First,jamshedpur,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
1087,Honda City,₹ 7.95 Lakh,Mar 2016,"35,326 km",Petrol,Manual,Brown,Not Available,Second,Hyderabad,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
5/5"
1088,Maruti Suzuki Baleno,₹ 5.36 Lakh,Apr 2016,"32,441 km",Petrol,Manual,Red,Not Available,Second,jharkhand,5 Person,,"Engine Excellent
4.6/5","Engine Excellent
4.6/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.8/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.4/5"
1089,Kia Sonet,₹ 10.8 Lakh,Nov 2021,"13,973 km",Petrol,Manual,Black,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1090,Renault Duster,₹ 9.9 Lakh,Jan 2022,"7,638 km",Petrol,Manual,Silver,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1091,Maruti Suzuki DZire,₹ 7.75 Lakh,Mar 2021,"22,579 km",Petrol,Manual,White,Not Available,First,Pune,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1092,Toyota Innova,₹ 20.5 Lakh,Oct 2020,"81,073 km",Diesel,Manual,White,Not Available,First,Chandrapur,8 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3/5"
1093,Renault Triber,₹ 6.5 Lakh,Sep 2019,"8,150 km",Petrol,Manual,Silver,Not Available,First,Amravati,7 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.2/5"
1094,Hyundai i20,₹ 5.25 Lakh,Dec 2014,"63,727 km",Petrol,Manual,Silver,Not Available,First,jharkhand,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.8/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.7/5"
1095,Tata Nexon,₹ 7.25 Lakh,Oct 2018,"54,168 km",Diesel,Manual,Red,Not Available,First,Nagpur,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.6/5"
1096,Maruti Suzuki Swift DZire,₹ 4.9 Lakh,Sep 2015,"57,405 km",Petrol,Manual,Grey,Not Available,First,jharkhand,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1097,Jeep Compass,₹ 13 Lakh,Jan 2018,"23,446 km",Petrol,Automatic,White,Not Available,Second,dakhin Dinajpur,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
5/5","Exterior Excellent
5/5","Interior Excellent
5/5","Tyres Good
4/5"
1098,Mahindra XUV500,₹ 13.95 Lakh,Sep 2016,"28,976 km",Diesel,Manual,Orange,Not Available,First,BENGALURU,7 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Good
3.2/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
4/5"
1099,Maruti Suzuki Baleno,₹ 7.99 Lakh,Mar 2019,"25,424 km",Petrol,Manual,Blue,Not Available,First,BENGALURU,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Good
3.2/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.8/5"
1100,Maruti Suzuki Ciaz,₹ 5.1 Lakh,Jun 2016,"97,000 km",Diesel,Manual,White,Not Available,First,Not Available,5 Person,,,,,,,,,,
1101,MG Gloster,₹ 40 Lakh,Jun 2020,"11,100 km",Diesel,Automatic,Red,Not Available,First,Not Available,6 Person,Single Owner Good condition 160 Check points inspection Showroom maintained with service history Non Meter Tamper No Structural Damage Buy Back Scheme Available Finance and exchange available Warranty and festive offers,,,,,,,,,
1102,Skoda Octavia,₹ 17.75 Lakh,Jun 2018,"32,054 km",Petrol,Automatic,Blue,Not Available,First,Not Available,5 Person,"Very Good Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",,,,,,,,,
1103,Maruti Suzuki Swift,₹ 5.31 Lakh,Jun 2015,"79,080 km",Diesel,Manual,Black,Not Available,First,Not Available,5 Person,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",,,,,,,,,
1104,Mercedes-Benz GLC,₹ 47 Lakh,Jun 2019,"49,000 km",Diesel,Automatic,Blue,Not Available,Second,Not Available,5 Person,,,,,,,,,,
1105,Mercedes-Benz M-Class,₹ 24.5 Lakh,Jun 2015,"1,02,000 km",Diesel,Automatic,Silver,Not Available,First,Not Available,5 Person,100% NON ACCIDENT. 118 POINTS CHECKED. CERTIFIED. 100% NON METER TAMPERED. WITH TWO SET OF KEY'S. WITH SERVICE RECORD'S. 100% NON FLOODED. CLEAN INTERIOR'S. WELL MAINTAINED CAR. NEARLY NEW TYRE'S. AS GOOD AS NEW. ALL WITH CLEAN PAPER WORK.,,,,,,,,,
1106,Maruti Suzuki Swift,₹ 6.65 Lakh,Oct 2018,"38,000 km",Petrol,Automatic,Blue,Not Available,First,Not Available,5 Person,"Car Is In Excellent Condition, Loan Facility Available, 100% Non Accidental Car, Geniune Kms Running.",,,,,,,,,
1107,Maruti Suzuki Ciaz,₹ 7.25 Lakh,Jan 2015,"28,994 km",Petrol,Automatic,Brown,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
1108,Maruti Suzuki Celerio,₹ 5.4 Lakh,May 2016,"46,083 km",Petrol,Automatic,Red,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.7/5"
1109,Hyundai Grand i10,₹ 4.75 Lakh,Jul 2015,"41,390 km",Petrol,Manual,Red,Not Available,First,Borivali,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
1110,Maruti Suzuki XL6,₹ 11.99 Lakh,Dec 2020,"24,585 km",Petrol,Manual,Blue,Not Available,First,vasai,6 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.6/5"
1111,Honda WR-V,₹ 7.5 Lakh,Jun 2018,"22,647 km",Petrol,Manual,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.4/5"
1112,Honda Jazz,₹ 5.35 Lakh,Jun 2015,"41,179 km",Petrol,Manual,Maroon,Not Available,First,panvel,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.4/5"
1113,Maruti Suzuki Swift,₹ 4.99 Lakh,Jul 2016,"61,235 km",Petrol,Manual,Grey,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.7/5"
1114,Maruti Suzuki Vitara Brezza,₹ 9.65 Lakh,Oct 2018,"49,045 km",Diesel,Automatic,White,Not Available,First,thane,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.9/5"
1115,Toyota Innova,₹ 22.25 Lakh,Mar 2018,"62,328 km",Diesel,Automatic,White,Not Available,First,Kalyan,7 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.4/5"
1116,Honda Jazz,₹ 5.55 Lakh,May 2016,"22,106 km",Petrol,Manual,White,Not Available,First,Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.7/5"
1117,Maruti Suzuki XL6,₹ 11.11 Lakh,Aug 2019,"28,894 km",Petrol,Manual,Red,Not Available,First,Kalyan,6 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Fair
2.2/5"
1118,Hyundai Elite i20,₹ 7.75 Lakh,Aug 2020,"23,524 km",Petrol,Manual,White,Not Available,First,vashi,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.2/5"
1119,Hyundai Creta,₹ 10.55 Lakh,Feb 2016,"70,135 km",Diesel,Automatic,Red,Not Available,First,navi Mumbai,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.1/5"
1120,Toyota Innova,₹ 10.51 Lakh,Mar 2014,"57,896 km",Diesel,Manual,Grey,Not Available,First,navi Mumbai,7 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.7/5"
1121,Maruti Suzuki Celerio,₹ 5.85 Lakh,Aug 2019,"43,560 km",CNG,Manual,Grey,Not Available,First,Kalyan,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
2.9/5"
1122,Maruti Suzuki Celerio,₹ 3.94 Lakh,Jan 2015,"51,031 km",Petrol,Manual,Grey,Not Available,First,panvel,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.3/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Excellent
4.5/5"
1123,Maruti Suzuki Celerio,₹ 5.5 Lakh,Oct 2018,"69,303 km",Petrol,Manual,Red,Not Available,First,pune,5 Person,,"Engine Excellent
4.5/5","Engine Excellent
4.5/5","Brakes Excellent
5/5","Transmission Excellent
5/5","Electrical Good
3.6/5","A/C Excellent
4.5/5","Exterior Excellent
5/5","Interior Excellent
4.7/5","Tyres Good
3.5/5"
